"labid","age","error","depth","cc"
"Core top_1849",0,20,0,0
"Presettlement_paleon",110,50,60,0
"Radiocarbon_1851",640,130,100,1
"Radiocarbon_1852",3935,65,340,1
"Radiocarbon_1853",7055,195,578,1
"Radiocarbon_1854",10770,110,742,1
"Radiocarbon_1855",11410,290,935,1
