id,sitename,lat,long,state,altitude,age_bacon,age_bchron,age_default,depth,ASH,BEECH,BIRCH,ELM,HEMLOCK,MAPLE,OAK,OTHER.CONIFER,OTHER.HARDWOOD,PINE,SPRUCE,TAMARACK
275,BillysLake,46.27058,-94.551555,minnesota,383,3574.58255833633,3490.142,3402,550,1,0,8,3,0,1,65,0,23,19,2,0
275,BillysLake,46.27058,-94.551555,minnesota,383,3680.66924173681,3582.865,3483,560,2,0,12,3,0,0,49,0,27,20,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,3785.77713315114,3677.968,3565,570,2,0,7,0,0,0,41,1,27,31,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,3988.65790755546,3879.67,3728,590,2,0,12,2,0,0,51,0,23,28,2,0
275,BillysLake,46.27058,-94.551555,minnesota,383,4201.86986111915,4241.787,3907,610,0,0,2,2,0,4,47,0,25,20,1,0
275,BillysLake,46.27058,-94.551555,minnesota,383,4463.89689733335,4543.571,4135,630,3,0,6,5,0,1,48,2,23,21,2,0
275,BillysLake,46.27058,-94.551555,minnesota,383,4600.1899311874,4670.433,4249,640,1,0,10,9,0,1,52,0,24,22,4,0
275,BillysLake,46.27058,-94.551555,minnesota,383,4735.1178661601,4797.728,4363,650,1,0,2,2,0,0,39,0,9,6,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,4868.68070225147,4923.21,4477,660,0,0,3,2,0,3,60,2,11,17,2,0
275,BillysLake,46.27058,-94.551555,minnesota,383,5003.94989608095,5055.187,4591,670,1,0,13,6,0,0,43,1,14,23,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,5279.64311232695,5313.643,4819,690,2,0,3,5,0,0,44,0,14,17,1,0
275,BillysLake,46.27058,-94.551555,minnesota,383,5417.10527152572,5436.319,4933,700,1,0,5,1,0,1,34,1,12,20,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,5624.87875002758,5615.361,5104,715,4,0,4,7,0,1,30,1,17,15,3,0
275,BillysLake,46.27058,-94.551555,minnesota,383,5831.24402110262,5790.06,5275,730,2,0,3,10,0,1,40,1,39,21,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,6104.98609887735,6052.145,5503,750,4,0,5,4,0,0,31,0,18,21,1,0
275,BillysLake,46.27058,-94.551555,minnesota,383,6380.18474833255,6307.54,5731,770,6,0,7,7,0,3,23,3,20,17,1,0
275,BillysLake,46.27058,-94.551555,minnesota,383,6653.11161276129,6581.542,5959,790,5,0,5,6,0,0,31,0,17,22,1,0
275,BillysLake,46.27058,-94.551555,minnesota,383,6789.64262743045,6747.692,6073,800,1,0,8,9,0,2,28,0,16,13,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,7014.58755284232,7229.572,6319,815,2,0,7,3,0,0,47,2,16,21,1,0
275,BillysLake,46.27058,-94.551555,minnesota,383,7293.80933379204,7540.421,6602,830,4,0,8,6,0,0,43,0,13,17,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,7700.20020784453,7910.548,6980,850,3,0,1,9,0,1,20,1,17,18,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,8105.82135637316,8278.645,7358,870,2,0,6,4,0,2,49,1,20,13,2,0
275,BillysLake,46.27058,-94.551555,minnesota,383,8509.65628627535,8656.267,7736,890,2,0,5,6,0,1,34,0,10,12,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,8715.9412145127,8827.643,7926,900,1,0,6,8,0,0,57,1,30,51,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,8918.00962882359,9007.901,8114,910,3,0,8,7,0,1,20,1,20,70,2,0
275,BillysLake,46.27058,-94.551555,minnesota,383,9019.04383597904,9099.277,8209,915,1,0,6,1,0,0,9,2,11,38,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,9220.96011401319,9283.604,8398,925,5,0,4,6,0,0,18,2,13,65,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,9321.91825303027,9375.989,8492,930,2,0,5,13,0,0,19,4,21,83,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,9524.51267745399,9553.697,8682,940,1,0,24,10,0,0,21,2,37,129,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,9725.56270099614,9728.435,8870,950,5,0,9,19,0,0,11,0,51,37,0,2
275,BillysLake,46.27058,-94.551555,minnesota,383,9925.06832365669,9910.252,9060,960,3,0,15,5,0,0,10,0,21,104,0,0
275,BillysLake,46.27058,-94.551555,minnesota,383,10127.9047163294,10098.959,9248,970,6,0,8,19,0,0,7,1,23,107,3,0
275,BillysLake,46.27058,-94.551555,minnesota,383,10333.3841017542,10303.573,9438,980,3,0,9,21,0,0,8,1,25,107,1,0
275,BillysLake,46.27058,-94.551555,minnesota,383,10541.506479931,10511.421,9626,990,3,0,63,39,0,0,25,1,69,142,6,1
275,BillysLake,46.27058,-94.551555,minnesota,383,10744.8806812808,10747.179,9816,1000,1,0,29,18,0,1,13,1,17,154,5,1
275,BillysLake,46.27058,-94.551555,minnesota,383,11053.0384369861,11160.029,10099,1015,14,0,72,15,0,0,20,19,40,40,58,2
280,BlandinPond,47.133333,-93.666667,minnesota,468,-29.1956877018589,-27.996,-28,1,15,0,147,13,0,5,29,1.5,94,54.5,3,1
280,BlandinPond,47.133333,-93.666667,minnesota,468,27.9702686400631,41.437,57,21,9,0,137,5,0,8,10,6,46,75.5,4.5,3
280,BlandinPond,47.133333,-93.666667,minnesota,468,83.9898887444643,125.054,143,41,4,0,111,10,0,4,33,1.5,44,195,2.5,3
280,BlandinPond,47.133333,-93.666667,minnesota,468,139.490479755139,443.639,228,61,5,0,153,1,0,5,14,7.5,47,228.5,7,2
280,BlandinPond,47.133333,-93.666667,minnesota,468,194.991070765813,679.101,313,81,3,0,137,4,1,4,11,3.5,19,190.5,9.5,6
280,BlandinPond,47.133333,-93.666667,minnesota,468,250.491661776488,877.114,398,101,1,0,92,4,0,1,15,3.5,20,197.5,5.5,1
280,BlandinPond,47.133333,-93.666667,minnesota,468,305.992252787162,1110.17,483,121,1,0,106,6,0,4,8,3,29,240,3,0
