"labid","age","error","depth","cc"
"Core top_4879",-30,5,0,0
"Radiocarbon_rc_4880",90,70,43.5,1
"Presettlement_paleon",79,50,50,0
"Radiocarbon_rc_4881",2250,160,335,1
"Radiocarbon_rc_4882",2870,160,445,1
