"labid","age","error","depth","cc"
"Core top_30198",-55,1,0,0
"Presettlement_paleon",43,50,23.5,0
"Radiocarbon_30200",420,25,51,1
"Radiocarbon_30201",1090,15,89,1
"Radiocarbon_30202",1930,15,129,1
"Radiocarbon_30203",5640,25,266,1
"Radiocarbon_30204",7010,30,299,1
