"labid","age","error","depth","cc"
"Core top_7560",0,30,0,0
"Presettlement_paleon",43,50,100,0
"Radiocarbon_7562",1040,70,235,1
"Radiocarbon_7563",2520,65,540,1
"Radiocarbon_7564",4200,70,791,1
"Radiocarbon_7565",7210,100,1040,1
"Radiocarbon_7566",10710,100,1290,1
"Radiocarbon_7567",13000,105,1445,1
