"labid","age","error","depth","cc"
"Core top_6718",-20,5,1,0
"Presettlement_paleon",99,50,20,0
"Radiocarbon_6720",1080,260,55,1
"Radiocarbon_6721",2855,190,145,1
"Radiocarbon_6722",4525,190,276,1
"Radiocarbon_6723",5565,170,335,1
"Radiocarbon_6724",8105,390,420,1
"Radiocarbon_6725",11060,720,650,1
