"labid","age","error","depth","cc"
"Core top_18464",-51,5,1550,0
"Presettlement_paleon",95,50,1910.5,0
"Radiocarbon_18466",1040,50,1974.5,1
"Radiocarbon_18467",2150,80,2154.5,1
"Radiocarbon_18468",1995,35,2174,1
"Radiocarbon_18469",2270,60,2334.4,1
"Radiocarbon_18470",3890,50,2600.5,1
"Radiocarbon_18471",5590,50,2856,1
"Radiocarbon_18472",6620,50,2966.5,1
"Radiocarbon_18473",7910,50,3139,1
"Radiocarbon_18474",10570,50,3405,1
