"labid","age","error","depth","cc"
"Core top_33681",-50,6,0,0
"Radiocarbon_33677",250,80,84.5,1
"Radiocarbon_33678",1198,66,135.5,1
"Radiocarbon_33679",1554,68,160.5,1
"Radiocarbon_33680",2237,78,201.5,1
