"labid","age","error","depth","cc"
"Core top_3629",-30,5,1,0
"Presettlement_paleon",90,50,60,0
"Radiocarbon_rc_3631",3615,290,310,1
"Radiocarbon_rc_3632",5210,360,400,1
"Radiocarbon_rc_3633",9470,560,620,1
