"labid","age","error","depth","cc"
"Core top_2712",-22,5,0,0
"Radiocarbon_2713",4215,65,80,1
"Radiocarbon_rc_2714",10645,500,240,1
"Radiocarbon_rc_2715",14015,500,383,1
