"labid","age","error","depth","cc"
"Radiocarbon_8404",1770,70,105,1
"Radiocarbon_8405",4185,70,300,1
"Radiocarbon_8406",6350,70,465,1
"Radiocarbon_8407",8640,90,622,1
"Radiocarbon_8408",10140,105,803,1
"Radiocarbon_8409",10570,110,1020,1
