"labid","age","error","depth","cc"
"Core top_33214",-29,1,758,0
"Ambrosia rise_33215",100,20,840,0
"Radiocarbon_33216",581,65,900,1
"Radiocarbon_33217",1135,100,970.5,1
"Radiocarbon_33218",2477,115,1082.5,1
