"labid","age","error","depth","cc"
"Core top_665",0,20,0,0
"Presettlement_paleon",116,50,11,0
"Radiocarbon_667",4235,65,87,1
"Radiocarbon_668",7335,80,207,1
"Radiocarbon_669",9580,95,266,1
"Radiocarbon_670",10485,100,316,1
