"ID","longitude","latitude","altitude","mean.idw.age.2d","sd.idw.age.2d","lower.95.idw.2d","upper.95.idw.2d","mean.idw.age.3d","sd.idw.age.3d","lower.95.idw.3d","upper.95.idw.3d"
683,1074.354549,691.22407,123.6,11219.3228519574,95.0576877266373,11035.9829109236,11390.9041337454,11217.8849905346,95.0323755642685,11034.7956900189,11390.3143341774
693,1082.313168,101.755161,175.2,11266.8683703135,89.5993665401705,11088.5255118396,11435.9356268485,11280.9024618435,80.5324940307839,11120.5649912745,11436.2587327807
702,652.872747,795.499242,121.8,10950.0326060480,65.5093868867059,10829.1676316129,11074.8006001821,10951.9794331959,64.4648550141716,10832.6262991942,11074.1071103537
703,-185.131329,838.10806,262.2,11046.1993940983,187.323292662977,10737.5375135466,11354.5829065661,11045.7386370568,187.558014305064,10736.7347225546,11354.3095224678
705,1527.502968,356.485806,205.2,11149.7487482904,80.6403221192188,10998.8060780934,11301.1839990577,11117.6429649038,77.0010023915354,10966.2876177365,11263.6313121103
706,1703.20314,342.957104,133.8,11007.1227730703,112.274440239039,10820.706676966,11192.8523739287,11194.7001454137,89.4350459473041,11027.2144092015,11357.1370264689
710,94.340494,824.483055,249,10780.7527784971,468.839611259551,9987.93318769976,11553.0928578008,10780.7527784971,468.839611259551,9987.93318769976,11553.0928578008
716,903.938732,79.549462,185.4,11256.3820953151,86.1077405223195,11102.1696111238,11422.5474923876,11256.3796625435,84.8484358422313,11107.7505216858,11417.4442740074
717,335.545235,634.202589,201,10570.4593781132,77.4440438673755,10425.1548984277,10716.6114481615,10569.1843844580,77.0123155403706,10424.4870017651,10714.5124815054
720,1711.852619,363.422995,228,10960.5054290384,126.185525606083,10753.9936084398,11169.7302456145,10960.5054290384,126.185525606083,10753.9936084398,11169.7302456145
