id,SiteName,Handle,Longitude,Latitude,Altitude,GeoPolitic,Chronology,AgeType,AgeModel,AgeBoundYo,AgeBoundOl,X21_18,X18_145,X145_129,X129_115,X115_105,Source,lon_alb_km,lat_alb_km,alt_km,picea_decline_idw_2d_age_mean,picea_decline_idw_2d_age_older,picea_decline_idw_2d_age_younger,picea_decline_depth,picea_decline_age_basis,alnus_decline_idw_2d_age_mean,alnus_decline_idw_2d_age_older,alnus_decline_idw_2d_age_younger,alnus_decline_depth,alnus_decline_age_basis,quercus_rise_idw_2d_age_mean,quercus_rise_idw_2d_age_older,quercus_rise_idw_2d_age_younger,quercus_rise_depth,quercus_rise_age_basis
347,Kettle Lake,KETTLE,-103.624167,48.606944,605,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-50,12980,n,n,y,y,y,excel,-530.516785,1037.653452,363,11024,11197,10841,2951,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,Kimble Pond,KIMBLE,-93.8383,44.2201,311,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-50,12390,n,n,n,y,y,excel,162.374889,500.374951,186.6,10236,10386,10093,3357.5,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,Kirchner Marsh,KIRCHNR1,-93.1202,44.7724,286,United States,612,Radiocarbon years BP,linear interpolation,180,11790,n,n,y,y,y,access,214.317135,567.056794,171.6,10176,10336,10023,980,pollen stratigraphic: picea decline idw-2d,10643,10996,10292,985,pollen stratigraphic: alnus decline idw-2d,NA,NA,NA,NA,NA
354,Kotiranta Lake,KOTIRANT,-92.62,46.72,386,United States,626,Radiocarbon years BP,linear interpolation,150,14970,y,y,y,y,y,access,243.327111,798.190619,231.6,10759,11173,10332,775,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,Lac a Magie,LACMAGIE,-66.079167,44.263889,60,Canada,50002,Calibrated radiocarbon years BP,linear interpolation,10462,13993,n,n,y,y,y,access,2208.933747,855.219404,36,NA,NA,NA,NA,NA,11578,11909,11235,839,pollen stratigraphic: alnus decline idw-2d,11571,11909,11239,839,pollen stratigraphic: quercus rise idw-2d
364,Lake Sixteen,LAKE16,-84.316667,45.6,216,United States,659,Radiocarbon years BP,linear interpolation,2200,10870,n,n,n,y,y,access,855.393831,714.370606,129.6,11096,11214,10977,195,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Lake Ann,LAKEANNF,-93.6875,45.425,291,United States,1421,Radiocarbon years BP,linear interpolation,790,10550,n,n,n,y,y,access,170.226741,642.994119,174.6,10433,10619,10243,1590,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,Lake Mary,LAKEMARY,-89.9,46.25,488,United States,1424,Radiocarbon years BP,linear interpolation,200,10350,n,n,n,y,y,access,442.498099,752.606934,292.8,10785,10956,10618,150,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,Lake QC,LAKEQC,-80.698333,46.828333,333,Canada,688,Radiocarbon years BP,linear interpolation,0,10930,n,n,n,y,y,access,1094.969357,895.201225,199.8,11134,11271,10991,420,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,Lily Lake (US:Minnesota),LILYLAKE,-92.825,45.05,258,United States,719,Radiocarbon years BP,linear interpolation,0,12000,n,n,y,y,y,access,235.179732,600.5461,154.8,10289,10439,10146,2080,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,Lima Bog,LIMABOG,-88.8285,42.8003,302,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-20,11740,n,n,n,y,y,excel,550.898196,351.551151,181.2,11111,11254,10978,1240,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,10866,11032,10696,1240,pollen stratigraphic: quercus rise idw-2d
400,Little Bass Lake,LITTBASS,-93.6,47.283333,391,United States,723,Radiocarbon years BP,linear interpolation,0,10500,n,n,n,y,y,access,171.112339,862.488985,234.6,10795,11412,10158,1740,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,9451,9786,9120,1660,pollen stratigraphic: quercus rise idw-2d
415,Longswamp,LONGSWMP,-75.666667,40.483333,192,United States,749,Radiocarbon years BP,linear interpolation,9000,12500,n,y,y,y,y,access,1609.740795,230.329003,115.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11416,11593,11244,55,pollen stratigraphic: quercus rise idw-2d
423,Lovesick Lake (core 1),LOVESIC1,-78.194167,44.566667,242,Canada,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-50,10800,n,n,n,n,y,excel,1322.08686,664.014767,145.2,11033,11254,10798,90,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,Lovesick Lake (core 3),LOVESIC3,-78.194167,44.566667,242,Canada,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-50,10800,n,n,n,n,y,excel,1322.08686,664.014767,145.2,11033,11254,10798,125,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11825,11956,11685,120,pollen stratigraphic: quercus rise idw-2d
438,Maplehurst Lake,MAPLHRST,-80.659722,43.225,300,Canada,785,Radiocarbon years BP,linear interpolation,0,12500,n,y,y,y,y,access,1166.300549,475.471964,180,11571,11878,11248,695,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,Lake Mendota,MENDOTAD,-89.416667,43.1,257,United States,1435,Radiocarbon years BP,linear interpolation,0,14000,n,y,y,y,y,access,503.334581,383.609947,154.2,10510,10657,10363,265.5,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,10555,10711,10397,215.5,pollen stratigraphic: quercus rise idw-2d
470,Lake Minnie,MINNIEO,-95.01,47.24,429,United States,1437,Radiocarbon years BP,linear interpolation,0,11580,n,n,y,y,y,access,70.643844,855.580183,257.4,10791,11513,10048,800,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,Makepeace Cedar Swamp,MKPEACEA,-70.7505,41.9482,40,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,10,13540,n,n,y,y,y,excel,1945.087858,490.589427,24,11085,11215,10955,405,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,Makepeace Cedar Swamp,MKPEACED,-70.7505,41.9482,40,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-10,11960,n,n,n,y,y,excel,1945.087858,490.589427,24,11085,11215,10955,290,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,Mohawk Pond,MOHAWK,-73.283333,41.816667,360,United States,1439,Radiocarbon years BP,5th order polynomial,200,15780,y,y,y,y,y,access,1757.624458,426.075678,216,11044,11209,10877,1050,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11660,11874,11445,1130,pollen stratigraphic: quercus rise idw-2d
478,Moon Lake,MOONLAKE,-98.158333,46.8575,444,United States,50003,Calibrated radiocarbon years BP,linear interpolation,-35,13675,n,n,y,y,y,access,-155.028011,811.845331,266.4,11044,11375,10716,2313.3,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11607,11937,11275,2328,pollen stratigraphic: quercus rise idw-2d
492,Mud Pond,MUDPOND,-68.0871,44.6342,104,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,11280,13500,n,n,y,y,y,excel,2052.464926,851.837778,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11468,11757,11183,435,pollen stratigraphic: quercus rise idw-2d
494,Muscotah Marsh,MUSCOTAA,-95.513333,39.53,280,United States,851,Radiocarbon years BP,linear interpolation,50,23040,y,y,y,y,y,access,39.403017,-55.327141,168,11078,11200,10959,823,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,Myrtle Lake,MYRTLE,-93.383333,47.983333,393,United States,854,Radiocarbon years BP,linear interpolation,0,11000,n,n,n,y,y,access,184.278399,945.398369,235.8,10832,11310,10336,793,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,9768,10047,9485,793,pollen stratigraphic: quercus rise idw-2d
502,Neville Marsh,NEVILLE,-83.833333,40.545833,305,United States,869,Radiocarbon years BP,linear interpolation,8950,12440,n,y,y,y,y,access,967.024623,126.544555,183,11258,11411,11111,351,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11521,11664,11376,351,pollen stratigraphic: quercus rise idw-2d
504,Nichols Brook Site,NICHOLS2,-78.478889,42.544722,438,United States,1442,Radiocarbon years BP,linear interpolation,9080,12640,n,y,y,y,y,access,1345.109139,425.158011,262.8,10829,11120,10524,120,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,Nina Lake,NINA,-81.5,46.6,380,Canada,877,Radiocarbon years BP,linear interpolation,10,10150,n,n,n,y,y,access,1042.169813,859.546311,228,11137,11271,10998,460,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,North Pond,NORTHPND,-73.05,42.65,586,United States,886,Radiocarbon years BP,linear interpolation,0,11000,n,n,n,y,y,access,1751.719363,526.020445,351.6,11081,11220,10942,360,pollen stratigraphic: picea decline idw-2d,11410,11583,11232,400,pollen stratigraphic: alnus decline idw-2d,11604,11764,11448,350,pollen stratigraphic: quercus rise idw-2d
512,Nutt Lake,NUTTLAKE,-79.45,45.216667,305,Canada,891,Radiocarbon years BP,2nd degree polynomial (least squares),-30,9640,n,n,n,n,y,access,1216.484364,722.75955,183,11158,11347,10959,1232,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11659,11771,11545,1180,pollen stratigraphic: quercus rise idw-2d
515,Lake West Okoboji,OKOBOJI,-95.2,43.333333,426,United States,894,Radiocarbon years BP,linear interpolation,0,14000,n,y,y,y,y,access,60.980983,393.962783,255.6,10698,10826,10570,1020,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,10418,10540,10294,1020,pollen stratigraphic: quercus rise idw-2d
522,Lake O' Pines,OPINES,-89.2536,46.1415,514,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-40,12510,n,n,y,y,y,excel,490.223977,743.003732,308.4,10813,10962,10666,690,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,Otisville,OTISVILL,-74.5162,41.4749,230,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-40,17100,n,y,y,y,y,excel,1672.993563,364.487447,138,11070,11239,10897,60,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11617,11836,11395,60,pollen stratigraphic: quercus rise idw-2d
539,Pawelski Farm,PAWELSKI,-74.4172,41.3458,122,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-50,15470,n,y,y,y,y,excel,1684.011097,351.384315,73.2,11052,11226,10876,110,pollen stratigraphic: picea decline idw-2d,11458,11685,11220,100,pollen stratigraphic: alnus decline idw-2d,11637,11864,11407,90,pollen stratigraphic: quercus rise idw-2d
552,Pickerel Lake (US:South Dakota),PICKEREL,-97.33,45.5,395,United States,1448,Radiocarbon years BP,linear interpolation,0,11140,n,n,y,y,y,access,-97.784583,650.464798,237,11066,11289,10852,940,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,Pine Lake,PINEWI,-88.5717,45.2635,390,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-30,12670,n,n,n,y,y,excel,547.795885,643.309012,234,10804,10924,10690,730,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,Pinhook Bog,PINHOOK,-86.849,41.616,243,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-20,14020,n,n,y,y,y,excel,716.024582,225.353125,145.8,11272,11453,11091,1099,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,Pink Lake,PINKLAKE,-75.808333,45.469444,162,Canada,962,Radiocarbon years BP,linear interpolation,-30,11760,n,n,y,y,y,access,1474.158717,803.759198,97.2,11068,11221,10903,260,pollen stratigraphic: picea decline idw-2d,11357,11488,11219,295,pollen stratigraphic: alnus decline idw-2d,NA,NA,NA,NA,NA
566,Pogonia Bog Pond,POGONIA,-93.633333,45.033333,292,United States,1450,Radiocarbon years BP,linear interpolation,-30,11120,n,n,y,y,y,access,175.368491,596.827014,175.2,10246,10400,10100,1790,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,10160,10308,10010,1770,pollen stratigraphic: quercus rise idw-2d
567,Poland Spring Pond,POLAND,-70.35,44.033333,94,United States,971,Radiocarbon years BP,linear interpolation,-30,13030,n,y,y,y,y,access,1909.321421,736.340537,56.4,10883,11053,10715,1140,pollen stratigraphic: picea decline idw-2d,11469,11632,11310,1160,pollen stratigraphic: alnus decline idw-2d,11425,11585,11264,1140,pollen stratigraphic: quercus rise idw-2d
569,Porqui Pond,PORQUI2,-79.78,44.93,188,Canada,975,Radiocarbon years BP,linear interpolation,-20,13500,n,y,y,y,y,access,1198.235627,685.185909,112.8,11192,11391,10979,610,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,Portage Lake,PORTAGE,-94.113333,47.081389,396,United States,976,Radiocarbon years BP,linear interpolation,10,11780,n,n,y,y,y,access,134.993059,837.842639,237.6,10786,11505,10045,720,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,Portage Marsh,PORTAGE1,-87.2225,41.576111,189,United States,977,Radiocarbon years BP,linear interpolation,770,10880,n,n,n,y,y,access,687.320905,217.897855,113.4,11290,11483,11097,300,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11048,11224,10870,280,pollen stratigraphic: quercus rise idw-2d
580,Protection Bog,PROTECTN,-78.466667,42.622222,430,United States,995,Radiocarbon years BP,linear interpolation,-20,11430,n,n,y,y,y,access,1344.352381,434.334204,258,10796,11099,10477,562.5,pollen stratigraphic: picea decline idw-2d,11405,11600,11203,577.5,pollen stratigraphic: alnus decline idw-2d,12030,12205,11840,562.5,pollen stratigraphic: quercus rise idw-2d
584,Powers Fort Swale,PWFTSWAL,-90.583333,36.6,91,United States,985,Radiocarbon years BP,linear interpolation,-40,18070,y,y,y,y,y,access,458.003829,-387.060583,54.6,11326,11481,11188,179,pollen stratigraphic: picea decline idw-2d,11038,11218,10852,179,pollen stratigraphic: alnus decline idw-2d,11540,11669,11408,179,pollen stratigraphic: quercus rise idw-2d
585,Pyle Site,PYLE,-84.883333,40.666667,250,United States,1003,Radiocarbon years BP,linear interpolation,8250,14500,n,y,y,y,y,access,882.301583,130.457885,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11370,11499,11237,430,pollen stratigraphic: quercus rise idw-2d
587,Qually Pond,QUALLY,-96.1998,47.6849,354,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,1560,13690,n,n,y,y,y,excel,-14.146129,907.693338,212.4,10904,11316,10482,251,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,Quillin Site,QUILLIN,-81.966667,41,305,United States,1011,Radiocarbon years BP,3rd order polynomial,3980,13400,n,y,y,y,y,access,1106.469702,200.065108,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11659,11813,11509,102,pollen stratigraphic: quercus rise idw-2d
591,Radtke Lake,RADTKE,-88.1,43.4,274,United States,1012,Radiocarbon years BP,linear interpolation,0,11500,n,n,y,y,y,access,600.836143,426.635232,164.4,10914,11036,10796,656,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,Ramsay Lake,RAMSAYLK,-76.1,45.6,200,Canada,1022,Radiocarbon years BP,linear interpolation,-30,10940,n,n,n,y,y,access,1449.966579,814.341523,120,11073,11227,10906,780,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,Rattle Lake,RATTLE,-92.7,49.35,460,Canada,1030,Radiocarbon years BP,linear interpolation,5750,11400,n,n,y,y,y,access,226.78555,1107.673804,276,NA,NA,NA,NA,NA,11048,11236,10865,1247,pollen stratigraphic: alnus decline idw-2d,NA,NA,NA,NA,NA
621,VallTe de l'Albion,REDRIVER,-71.325,45.670833,320,Canada,1039,Radiocarbon years BP,linear interpolation,150,10880,n,n,n,y,y,access,1788.622567,904.062638,192,10976,11114,10831,400,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,Reidel Lake,REIDEL,-95.284167,46.211944,443,United States,1044,Radiocarbon years BP,linear interpolation,-30,11610,n,n,y,y,y,access,51.996847,734.06788,265.8,10803,11298,10294,1552,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,Rhule Fen,RHULEFEN,-85.741667,39.953611,268,United States,1049,Radiocarbon years BP,linear interpolation,9440,13120,n,y,y,y,y,access,823.542266,39.129137,160.8,11243,11436,11060,729,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,Rice Lake (marsh core 3),RICEMSH3,-78.178889,44.198056,186,Canada,NA,Calibrated radiocarbon years B.P.,Linear interpolation,4650,11650,n,n,n,y,y,excel,1331.35006,621.427243,111.6,10964,11214,10706,470,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,Rice Lake [CA:Ontario],RICEON,-78.044167,44.266111,186,Canada,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-30,11730,n,n,n,y,y,excel,1339.779926,631.226522,111.6,10968,11212,10716,360,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,Rogers Lake,ROGERSLK,-72.116667,41.366667,91,United States,1063,Radiocarbon years BP,linear interpolation,0,15160,y,y,y,y,y,access,1859.271868,396.773917,54.6,11102,11246,10953,887,pollen stratigraphic: picea decline idw-2d,11410,11595,11219,897,pollen stratigraphic: alnus decline idw-2d,11615,11791,11444,882.8,pollen stratigraphic: quercus rise idw-2d
644,Rose Swamp,ROSE1,-79.44,44.18,228,Canada,1067,Radiocarbon years BP,linear interpolation,7160,10740,n,n,n,y,y,access,1238.505426,602.23429,136.8,11207,11446,10959,195,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,Rossburg Bog,ROSSBURG,-93.6,46.583333,372,United States,1070,Radiocarbon years BP,linear interpolation,2000,10270,n,n,n,y,y,access,173.203348,779.912878,223.2,10768,11335,10183,535,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,Ross Pond,ROSSPOND,-69.410278,43.921389,37,United States,1071,Radiocarbon years BP,linear interpolation,-20,12510,n,y,y,y,y,access,1981.124539,742.890178,22.2,10797,11004,10595,450.5,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,Rutz Lake,RUTZLAKE,-93.87,44.87,314,United States,1085,Radiocarbon years BP,linear interpolation,-10,11840,n,n,y,y,y,access,158.268451,577.113927,188.4,10222,10376,10075,1800,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,Sharkey Lake,SHARKEY,-93.411,44.5938,305,United States,NA,Calibrated radiocarbon years B.P.,2nd order polynomial,630,12020,n,n,n,y,y,excel,193.257704,545.332232,183,10144,10313,9985,2965.5,pollen stratigraphic: picea decline idw-2d,10630,10992,10272,2975.5,pollen stratigraphic: alnus decline idw-2d,10145,10307,9982,2965.5,pollen stratigraphic: quercus rise idw-2d
683,Shouldice Lake,SHOULD1,-81.416667,45.15,206,Canada,1160,Radiocarbon years BP,linear interpolation,10,9910,n,n,n,n,y,access,1074.354549,691.22407,123.6,11219,11391,11036,410,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,Smoot Lake Bog,SMOOTLK,-82.445833,40.205556,292,United States,1184,Radiocarbon years BP,linear interpolation,9340,14540,n,y,y,y,y,access,1082.313168,101.755161,175.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11695,11890,11514,834,pollen stratigraphic: quercus rise idw-2d
703,Spiritwood Lake,SPIRITWD,-98.587222,47.073611,437,United States,1481,Radiocarbon years BP,linear interpolation,-20,10500,n,n,n,y,y,access,-185.131329,838.10806,262.2,11046,11355,10738,1370,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,Splan Pond,SPLANPD,-67.330556,45.255556,106,Canada,50004,Calibrated radiocarbon years BP,linear interpolation,9903,13497,n,n,y,y,y,access,2084.541639,938.529634,63.6,NA,NA,NA,NA,NA,11573,11862,11262,470,pollen stratigraphic: alnus decline idw-2d,11391,11694,11095,466,pollen stratigraphic: quercus rise idw-2d
705,Spring Lake (US:Pennsylvania),SPRINGLK,-76.35,41.673889,342,United States,1201,Radiocarbon years BP,linear interpolation,0,12880,n,y,y,y,y,access,1527.502968,356.485806,205.2,11150,11301,10999,980,pollen stratigraphic: picea decline idw-2d,11344,11506,11183,1000,pollen stratigraphic: alnus decline idw-2d,11580,11727,11431,980,pollen stratigraphic: quercus rise idw-2d
706,Spruce Pond,SPRUCE,-74.204167,41.239444,223,United States,1202,Radiocarbon years BP,linear interpolation,120,12410,n,n,y,y,y,access,1703.20314,342.957104,133.8,11007,11193,10821,795,pollen stratigraphic: picea decline idw-2d,11475,11719,11218,795,pollen stratigraphic: alnus decline idw-2d,NA,NA,NA,NA,NA
710,Steel Lake,STEELMN,-94.684,46.974,415,United States,NA,Calibrated radiocarbon years B.P.,Linear interpolation,-50,11290,n,n,n,n,y,excel,94.340494,824.483055,249,10781,11553,9988,923,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,9145,9548,8744,776,pollen stratigraphic: quercus rise idw-2d
716,Stotzel-Leis Site,STOTZEL,-84.689444,40.216667,309,United States,1214,Radiocarbon years BP,linear interpolation,30,15130,y,y,y,y,y,access,903.938732,79.549462,185.4,11256,11423,11102,520,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,Stewart's Dark Lake,STWDARK2,-91.45,45.3,335,United States,1487,Radiocarbon years BP,linear interpolation,500,10500,n,n,n,y,y,access,335.545235,634.202589,201,10570,10717,10425,730,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,Sutherland Pond,SUTHRLND,-74.037778,41.391389,380,United States,50005,Calibrated radiocarbon years BP,linear interpolation,0,14902,n,y,y,y,y,access,1711.852619,363.422995,228,10961,11170,10754,787.5,pollen stratigraphic: picea decline idw-2d,11494,11766,11212,792.5,pollen stratigraphic: alnus decline idw-2d,11750,12025,11470,795,pollen stratigraphic: quercus rise idw-2d
723,Szabo Pond,SZABOPND,-74.483333,40.4,29,United States,1233,Radiocarbon years BP,linear interpolation,-30,11150,n,n,y,y,y,access,1704.066618,241.415678,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11431,11611,11254,180,pollen stratigraphic: quercus rise idw-2d
726,Tannersville Bog,TANNERSV,-75.266667,41.033333,277,United States,1236,Radiocarbon years BP,linear interpolation,0,13000,n,y,y,y,y,access,1626.819287,300.56648,166.2,11329,11531,11126,1080,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11284,11485,11082,1235,pollen stratigraphic: quercus rise idw-2d
728,Taupawshas Bog,TAUPAW,-70.058333,41.275,14,United States,1239,Radiocarbon years BP,linear interpolation,-30,10860,n,n,n,y,y,access,2018.579632,428.41998,8.4,11119,11244,10992,380,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11573,11711,11449,360,pollen stratigraphic: quercus rise idw-2d
733,Terhell Pond,TERHELL,-95.770556,47.187778,442,United States,1254,Radiocarbon years BP,linear interpolation,-10,10490,n,n,n,y,y,access,16.388202,849.070678,265.2,10839,11402,10258,1045,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,Petit Lac Terrien,TERRIEN,-70.62,46.58,404,Canada,1255,Radiocarbon years BP,linear interpolation,0,12000,n,n,y,y,y,access,1810.114379,1021.090987,242.4,10985,11123,10841,530,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11195,11370,11027,530,pollen stratigraphic: quercus rise idw-2d
740,Titicut Swamp,TITICUT1,-71.033333,41.95,20,United States,1260,Radiocarbon years BP,linear interpolation,-20,11810,n,n,y,y,y,access,1923.753596,485.023309,12,11090,11218,10959,584,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11569,11712,11437,584,pollen stratigraphic: quercus rise idw-2d
743,Tom Swamp,TOMSWAMP,-72.2125,42.516667,231,United States,1494,Radiocarbon years BP,linear interpolation,200,13850,n,y,y,y,y,access,1818.233366,526.508874,138.6,11080,11214,10946,710,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11585,11736,11439,675,pollen stratigraphic: quercus rise idw-2d
744,Tonawa Lake,TONAWA,-77.175,44.85,274,Canada,1268,Radiocarbon years BP,linear interpolation,-30,12000,n,n,y,y,y,access,1390.184362,711.457936,164.4,11030,11224,10821,940,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,Twiss Marl Pond,TWISMARL,-79.9525,43.447778,256,Canada,NA,Calibrated radiocarbon years B.P.,linear interpolation,-50,13040,n,n,y,y,y,excel,1215.130254,510.327709,153.6,11511,11798,11207,350,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,Van Nostrand Lake,VANNOSTR,-79.38,44,297,Canada,1310,Radiocarbon years BP,linear interpolation,0,11000,n,n,n,y,y,access,1246.657824,582.069463,178.2,11206,11452,10951,930,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11879,12021,11725,960,pollen stratigraphic: quercus rise idw-2d
766,Volo Bog,VOLOBOG,-88.184444,42.351111,229,United States,1321,Radiocarbon years BP,linear interpolation,0,11000,n,n,n,y,y,access,604.637079,302.557216,137.4,11529,11721,11342,800,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,11070,11293,10844,790,pollen stratigraphic: quercus rise idw-2d
776,Weslemkoon Lake,WESLEM1,-77.433333,45.033333,316,Canada,1336,Radiocarbon years BP,linear interpolation,5420,9770,n,n,n,n,y,access,1367.137122,728.946679,189.6,11051,11240,10847,174,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,White Pond,WHITEPND,-80.775,34.166667,90,United States,1499,Radiocarbon years BP,linear interpolation,0,19000,y,y,y,y,y,access,1328.066831,-578.140742,54,14732,15266,14235,440,pollen stratigraphic: picea decline idw-2d,NA,NA,NA,NA,NA,16081,16616,15548,450,pollen stratigraphic: quercus rise idw-2d
