"ID","longitude","latitude","altitude","mean.tps.age.2d","sd.tps.age.2d","lower.95.tps.2d","upper.95.tps.2d","mean.tps.age.3d","sd.tps.age.3d","lower.95.tps.3d","upper.95.tps.3d"
330,178.381433,269.016614,190.2,11014.9250739660,192.566963699114,10646.0933395429,11383.5748448856,11196.8638797732,105.305256509231,10989.9323466169,11401.5258135602
338,416.579201,638.566278,282,10244.844380524,237.015459457589,9792.08356733762,10662.5008202823,10653.2276632944,171.935759303141,10332.5555028124,10959.5257942360
339,416.579201,638.566278,282,10244.844380524,237.015459457589,9792.08356733762,10662.5008202823,10653.2276632944,171.935759303141,10332.5555028124,10959.5257942360
340,611.443341,526.951772,156.6,10561.3822734244,131.667359974591,10294.4511520305,10811.2733178362,10623.6920109746,74.1978444739068,10489.8098007467,10776.9557618935
347,-530.516785,1037.653452,363,11022.3591849311,106.637893969151,10843.1606879378,11197.0273797326,10938.2837860372,113.511447757217,10727.3536446933,11147.1846867019
349,162.374889,500.374951,186.6,10360.9781696052,212.121829820967,10088.8151815318,10852.8484401363,10510.8879366963,131.881015597251,10258.7221067132,10755.8603051702
351,214.317135,567.056794,171.6,10236.2226733643,209.235732063605,9970.13256014475,10753.2225728957,10386.7536419760,132.933581858636,10139.9233310647,10644.1508172042
354,243.327111,798.190619,231.6,10524.9856527096,438.928036480512,9740.70834386767,11309.2349757146,10487.8201190554,266.571294304586,10018.9190542702,10954.8789348294
357,299.031878,874.811663,291,10508.7621779553,515.825016060234,9601.40291973793,11442.6914448726,10461.1016939386,233.399098601441,10056.4055560628,10891.5191173552
364,855.393831,714.370606,129.6,10681.4738904823,278.666099739539,10190.8431363322,11226.0233101666,10518.2527101413,115.763819287706,10291.4201261567,10742.0165188770
368,170.226741,642.994119,174.6,10392.5290602711,201.894513480203,10044.5491529141,10795.3398456195,10398.2657085296,132.777697474484,10142.7676422720,10655.879988635
383,442.498099,752.606934,292.8,10358.4500992749,370.082786012972,9664.27777765623,10991.8038698239,10494.819997707,202.428656848248,10132.5659540100,10863.8385861698
384,1094.969357,895.201225,199.8,10402.9890801068,329.055882150432,9801.48711813255,11041.3000029476,10027.1370043164,169.633933315686,9714.0769472671,10358.6020601486
395,235.179732,600.5461,154.8,10242.3117426712,207.010732671535,9924.8281795202,10729.0212838375,10462.9645852222,120.394461640584,10240.1788242128,10702.1795190502
396,486.999517,952.374979,180.6,10376.2086414615,540.083037192177,9417.63074280315,11373.7445572834,10100.8927661684,198.445430221911,9748.35388363229,10451.8263239883
398,550.898196,351.551151,181.2,11017.5393871855,105.536168776883,10824.0053682659,11216.7799688178,10921.998707801,66.5207608006643,10793.8034184973,11044.0061593859
400,171.112339,862.488985,234.6,10645.7510434527,486.370260703086,9800.26890161266,11524.3916390897,10514.6389661414,298.779616638077,10001.2141119291,11053.8692967794
407,343.697933,953.673391,277.2,10456.1475355187,552.568900332415,9480.31165081607,11460.2994238931,10284.0218402475,256.020590952478,9837.95565322073,10753.8464057220
412,1313.731467,494.095588,65.4,10926.5511911888,172.838753308113,10591.6056743421,11229.6353083627,11098.2087517007,117.345218935046,10848.5927551245,11314.5669206829
415,1609.740795,230.329003,115.2,11333.041164933,138.028256277009,11107.07275189,11617.0255829939,11556.8580404057,90.9217335686646,11391.4222512455,11730.6621602651
423,1322.08686,664.014767,145.2,10645.0569701958,201.885112844640,10222.3613127118,10986.0982613937,10616.6450137829,135.166683385627,10362.5690296474,10877.1736472967
425,1322.08686,664.014767,145.2,10645.0569701958,201.885112844640,10222.3613127118,10986.0982613937,10616.6450137829,135.166683385627,10362.5690296474,10877.1736472967
438,1166.300549,475.471964,180,11428.3332964258,296.570054173361,10839.3368343058,11882.1651862326,11111.5944599170,149.468220739519,10862.6351980756,11443.8373536140
