"ID","longitude","latitude","altitude","mean.tps.age.2d","sd.tps.age.2d","lower.95.tps.2d","upper.95.tps.2d","mean.tps.age.3d","sd.tps.age.3d","lower.95.tps.3d","upper.95.tps.3d"
705,1527.502968,356.485806,205.2,11349.0363552338,111.944236107036,11163.9963756196,11584.8697626581,11262.9727101607,180.617443649496,10931.3651529009,11601.8762109365
706,1703.20314,342.957104,133.8,11400.9852029610,133.092547432897,11186.4596582760,11664.1605219717,11375.6082508034,115.059688630534,11161.9382502919,11600.611610168
716,903.938732,79.549462,185.4,10741.4875612169,252.570432562741,10291.2235693776,11138.2343033645,10989.9365036288,97.0430255829224,10799.8211616242,11174.8951159667
717,335.545235,634.202589,201,10998.8502921592,205.129007391158,10579.2158603846,11346.0819800752,10943.8853603233,178.962510894842,10591.0103189062,11265.4688543909
720,1711.852619,363.422995,228,11435.6838372069,150.235317052400,11198.8508106610,11729.5290413368,11248.1796328235,229.499154720083,10824.1946184786,11703.4704709660
723,1704.066618,241.415678,17.4,11199.9293439370,109.657442640550,10980.0462639332,11403.1286780551,11531.1726463396,91.2649582872742,11345.5845473735,11710.6928976276
726,1626.819287,300.56648,166.2,11287.6722899768,101.130682490626,11116.342418488,11505.1268482825,11321.9700225302,147.892754587927,11041.8067319712,11593.0851083019
728,2018.579632,428.41998,8.4,11529.3289616374,206.407340510464,11198.4966941721,11989.6951833216,11597.9300722491,96.6087153785891,11405.9465935996,11776.2399095686
734,1810.114379,1021.090987,242.4,11587.4254591110,254.885659022166,11052.9394602381,12096.4932787364,11165.1002009422,163.16344843832,10868.9088778212,11475.3167642939
740,1923.753596,485.023309,12,11568.0625886892,200.794156071568,11249.899786846,11976.4307535666,11602.3042028153,95.1138953797937,11410.5730181326,11775.6967466192
743,1818.233366,526.508874,138.6,11598.5139354256,203.05169765183,11268.2030769818,11970.8082922205,11417.6293531695,123.523726964808,11192.6198799068,11663.7680230908
744,1390.184362,711.457936,164.4,11672.6013958681,261.779704620358,11257.5151334881,12151.9359548555,11412.4844371123,142.512703900133,11164.6002098569,11700.7195418157
746,1078.694325,119.955836,181.2,10687.5303315252,299.619355120168,10189.3442942524,11173.1615594454,11083.1113441643,94.7837439572842,10907.8903390997,11278.7735631124
756,1215.130254,510.327709,153.6,11527.4417273835,234.307978859489,11174.6483260132,11941.3373325300,11429.1195818806,167.609248895895,11171.6223901304,11787.468340191
759,834.727046,915.032063,253.2,11424.4160852904,247.145199577314,10938.1176273271,11905.2271665171,10981.6132539139,149.278574274192,10676.3821109341,11251.4811551558
763,1246.657824,582.069463,178.2,11600.9149078728,256.295364442947,11203.5486454306,12029.5245168784,11364.3906584489,158.336646714118,11105.2258004379,11688.7397064813
766,604.637079,302.557216,137.4,11043.2874323599,127.69760263011,10775.5994877893,11280.0154154986,11154.1372881617,113.941573855910,10924.2826572801,11353.1803216033
776,1367.137122,728.946679,189.6,11672.2748852042,264.566534943174,11256.4874318195,12161.0577010767,11340.6688726024,147.55701149194,11081.0909397055,11643.3002604726
780,1328.066831,-578.140742,54,11045.6204544214,150.039844295331,10733.9886950593,11312.1086510688,11149.9106640416,109.437687651022,10947.0884196208,11352.8633237105
787,1916.96992,485.236677,12,11568.5365510300,200.557694783499,11250.3217824048,11972.0838784455,11602.4325325974,95.0619589572866,11411.2168584245,11775.9633236482
788,819.907763,329.35551,162.6,11121.7408160212,121.872786752095,10869.8556453107,11352.9151764070,11180.8124989196,88.7811761150212,11013.4353869285,11342.7684242927
