"labid","age","error","depth","cc"
"Core top_31859",-46,1,0,0
"Radiocarbon_31860",0,1,6.5,1
"Ambrosia rise_31861",50,50,12,0
"Radiocarbon_31862",1090,50,70.5,1
"Radiocarbon_31863",2840,50,114,1
"Radiocarbon_31864",2750,90,126.5,1
"Radiocarbon_31865",3930,60,166.5,1
"Radiocarbon_31866",5590,60,206.5,1
"Radiocarbon_31867",6710,90,218.5,1
