"labid","age","error","depth","cc"
"Lead-210_153",-33,2,0.2,0
"Lead-210_154",-22,2,3.25,0
"Lead-210_155",-5,3,6.25,0
"Lead-210_156",28,5,10.25,0
"Lead-210_157",32,5,10.75,0
"Lead-210_158",35,5,11.2,0
"Lead-210_159",38,6,11.75,0
"Lead-210_160",40,6,12.25,0
"Lead-210_161",51,7,15.25,0
"Presettlement_paleon",99,50,15.25,0
"Lead-210_162",54,8,16.75,0
"Lead-210_163",58,8,18.25,0
"Lead-210_164",84,13,25.25,0
