"labid","age","error","depth","cc"
"Annual laminations (v",58,10,46,0
"Ambrosia rise_33099",60,50,46.5,0
"Annual laminations (v",62,10,47,0
"Annual laminations (v",66,10,48,0
"Annual laminations (v",76,10,51,0
"Annual laminations (v",86,10,55,0
"Annual laminations (v",96,10,57,0
"Annual laminations (v",106,10,60,0
"Annual laminations (v",116,10,62,0
"Annual laminations (v",129,10,65,0
"Annual laminations (v",149,10,68,0
"Annual laminations (v",169,10,72,0
