"labid","age","error","depth","cc"
"Core top_4700",0,20,0,0
"Radiocarbon_rc_4702",110,50,65,1
"Presettlement_paleon",116,50,65.5,0
"Radiocarbon_rc_4703",2080,70,190,1
"Radiocarbon_rc_4704",4640,90,486,1
"Radiocarbon_rc_4705",7410,90,830,1
"Radiocarbon_rc_4706",11770,120,975,1
