"labid","age","error","depth","cc"
"Core top_687",-13,5,0,0
"Presettlement_paleon",71,50,70,0
"Radiocarbon_689",2730,150,255,1
"Radiocarbon_690",3930,200,416,1
"Radiocarbon_691",8560,240,712,1
