"labid","age","error","depth","cc"
"Core top_6206",-15,20,374,0
"Presettlement_paleon",95,50,560,0
"Radiocarbon_rc_6208",420,200,600,1
"Radiocarbon_rc_6209",1960,160,800,1
"Radiocarbon_rc_6210",3280,200,1000,1
"Radiocarbon_rc_6211",4920,200,1300,1
"Radiocarbon_rc_6212",7870,320,1651,1
"Radiocarbon_rc_6213",9410,240,1870,1
"Radiocarbon_6214",12000,320,1966,1
