"labid","age","error","depth","cc"
"Core top_5702",0,30,0,0
"Presettlement_paleon",104,50,52,0
"Radiocarbon_5704",280,115,59,1
"Radiocarbon_5705",2385,145,316,1
"Radiocarbon_5706",4615,180,403.5,1
"Radiocarbon_5707",6165,185,560,1
"Radiocarbon_5708",7670,185,608,1
"Radiocarbon_5709",9985,260,704,1
"Radiocarbon_5710",11460,580,830.5,1
