"labid","age","error","depth","cc"
"Presettlement_paleon",99,50,80,0
"Radiocarbon_7743",2850,65,205,1
"Radiocarbon_7744",5370,70,393.5,1
"Radiocarbon_7745",8480,85,525,1
"Radiocarbon_7747",12520,115,775,1
