"labid","age","error","depth","cc"
"Core top_1633",20,20,0,0
"Presettlement_paleon",43,50,24,0
"Radiocarbon_rc_1635",780,80,33,1
"Radiocarbon_rc_1636",1160,80,123.5,1
"Radiocarbon_rc_1637",2440,75,203,1
"Radiocarbon_rc_1638",4030,80,325,1
"Radiocarbon_rc_1639",8220,100,421,1
