"labid","age","error","depth","cc"
"Core top_39633",-29,1,0,0
"Radiocarbon_39629",2800,120,65,1
"Radiocarbon_39630",5150,100,195,1
"Radiocarbon_39631",8450,160,280,1
"Radiocarbon_39632",8185,95,330,1
