"labid","age","error","depth","cc"
"Core top_31264",-42,1,2,0
"Settlement_31265",90,50,45,0
"Radiocarbon_31266",550,80,118,1
"Radiocarbon_31267",710,60,162,1
"Radiocarbon_31268",800,80,177,1
