"labid","age","error","depth","cc"
"Core top_37500",-30,1,0,0
"Ambrosia rise_37501",100,20,113.5,0
"Radiocarbon_cal_37498",7857,133,900.5,0
"Radiocarbon_cal_37499",10806,221,1000.5,0
