"labid","age","error","depth","cc"
"Core top_3214",-32,5,0,0
"Presettlement_paleon",81,50,25,0
"Radiocarbon_3215",1540,120,60,1
"Radiocarbon_3216",1950,140,140,1
"Radiocarbon_3217",3170,160,290,1
"Radiocarbon_3218",5890,160,467,1
"Radiocarbon_3219",7500,160,587.5,1
