"labid","age","error","depth","cc"
"Core top_7632",0,30,0,0
"Radiocarbon_7634",2170,130,33,1
"Radiocarbon_7635",2475,110,53,1
"Radiocarbon_7636",2760,90,68,1
"Radiocarbon_7637",3050,120,93,1
"Radiocarbon_7638",4390,110,123,1
"Radiocarbon_7639",5175,110,153,1
"Radiocarbon_7640",7440,120,235,1
"Radiocarbon_7641",8050,130,272,1
"Radiocarbon_7642",9100,150,356,1
