"labid","age","error","depth","cc"
"Core top_47688",-9,1,0,0
"Radiocarbon_47683",1660,80,175,1
"Radiocarbon_47684",5450,70,520,1
"Radiocarbon_47685",7120,110,780,1
"Radiocarbon_47686",10230,110,985,1
"Radiocarbon_47687",11760,150,1195,1
