"labid","age","error","depth","cc"
"Core top_32220",-49,5,0,0
"Ambrosia rise_32221",100,50,19,0
"Radiocarbon_32222",1400,60,109,1
"Radiocarbon_32223",2530,140,185,1
"Radiocarbon_32224",4640,90,296,1
"Radiocarbon_32225",5830,100,338,1
"Radiocarbon_32226",6990,100,396,1
"Radiocarbon_32227",7460,80,438,1
"Radiocarbon_32228",8700,180,594,1
