"labid","age","error","depth","cc"
"Lead-210_765",-32,2,0.2,0
"Lead-210_766",-31,2,1.2,0
"Lead-210_767",-27,2,2.75,0
"Lead-210_768",-18,2,5.25,0
"Lead-210_769",-11,3,6.75,0
"Lead-210_770",-5,3,7.75,0
"Lead-210_771",5,3,9.25,0
"Lead-210_772",20,4,11.25,0
"Lead-210_773",54,8,14.25,0
"Presettlement_paleon",99,50,14.25,0
"Lead-210_774",66,9,15.25,0
"Lead-210_775",80,12,16.75,0
