"labid","age","error","depth","cc"
"Core top_30192",-60,3,0,0
"Presettlement_paleon",43,50,17.5,0
"Radiocarbon_30194",640,30,65,1
"Radiocarbon_30195",1510,30,137,1
"Radiocarbon_30196",1860,30,151,1
"Radiocarbon_30197",3200,30,270,1
