"labid","age","error","depth","cc"
"Core top_2443",0,30,5,0
"Presettlement_paleon",116,50,60,0
"Radiocarbon_2445",840,125,63,1
"Radiocarbon_2446",3155,165,315,1
"Radiocarbon_2447",4885,145,521,1
"Radiocarbon_2448",6320,120,549,1
"Radiocarbon_2449",9785,235,614,1
"Radiocarbon_2450",11760,380,675,1
