"labid","age","error","depth","cc"
"Annual laminations (v",0,20,10,0
"Radiocarbon_cal_4171",115,8,80,0
"Presettlement_paleon",43,50,150,0
"Radiocarbon_cal_4172",200,20,160,0
"Radiocarbon_cal_4173",334,8,330,0
"Radiocarbon_cal_4174",779,20,690,0
