"labid","age","error","depth","cc"
"Core top_36997",-35,5,0,0
"Radiocarbon_36998",2920,90,102.5,1
"Radiocarbon_36999",3040,100,113.5,1
"Radiocarbon_37000",3940,100,167.5,1
"Radiocarbon_37001",4620,40,211.5,1
"Radiocarbon_37002",6970,50,328.5,1
