"labid","age","error","depth","cc"
"Core top_3549",-26,5,0,0
"Presettlement_paleon",104,50,60,0
"Radiocarbon_3550",1725,310,295,1
"Radiocarbon_3551",4450,297,585,1
"Radiocarbon_3552",10220,190,996.3,1
"Radiocarbon_3553",13970,390,1140,1
