"labid","age","error","depth","cc"
"Lead-210_1856",-33,2,0.2,0
"Lead-210_1857",-32,2,1.25,0
"Lead-210_1858",-30,2,2.25,0
"Lead-210_1859",-26,2,3.75,0
"Lead-210_1860",-21,2,5.75,0
"Lead-210_1861",-16,2,7.75,0
"Lead-210_1862",-9,3,9.75,0
"Lead-210_1863",16,4,12.25,0
"Lead-210_1864",26,5,14.75,0
"Lead-210_1865",37,6,17.25,0
"Lead-210_1866",47,7,19.25,0
"Lead-210_1867",56,8,20.5,0
"Lead-210_1868",65,9,22.25,0
"Presettlement_paleon",99,50,22.25,0
