"labid","age","error","depth","cc"
"Radiocarbon_7494",9150,150,431,1
"Radiocarbon_7495",10080,170,489,1
"Radiocarbon_7496",10534,200,497,1
"Radiocarbon_7497",11040,165,508,1
"Radiocarbon_7498",11270,220,552,1
"Radiocarbon_7499",11722,165,596,1
"Radiocarbon_7500",12240,170,718,1
"Radiocarbon_7501",13350,270,777,1
"Radiocarbon_7502",13510,190,808,1
"Radiocarbon_7503",13670,210,850,1
"Radiocarbon_7504",14720,210,892,1
"Radiocarbon_7505",20500,400,965,1
