"labid","age","error","depth","cc"
"Radiocarbon_1175",1200,70,226.5,1
"Radiocarbon_1176",4130,70,481.5,1
"Radiocarbon_1177",8410,80,746.5,1
"Radiocarbon_1178",9540,100,858.5,1
