"labid","age","error","depth","cc"
"Core top_7808",-10,5,10,0
"Presettlement_paleon",43,50,90,0
"Radiocarbon_cal_7809",449,22,510,0
"Radiocarbon_cal_7810",1112,18,1000,0
"Radiocarbon_cal_7811",1598,26,1520,0
"Radiocarbon_cal_7812",2046,20,2040,0
