"labid","age","error","depth","cc"
"Core top_7239",-34,5,111,0
"Presettlement_paleon",79,50,160,0
"Radiocarbon_rc_7241",940,140,190,1
"Radiocarbon_rc_7242",3490,160,320,1
"Radiocarbon_rc_7243",7740,180,527,1
"Radiocarbon_rc_7244",10310,220,594,1
