"labid","age","error","depth","cc"
"Core top_7405",-30,5,0,0
"Radiocarbon_rc_7406",155,70,50.5,1
"Presettlement_paleon",77,50,55,0
"Radiocarbon_rc_7407",365,160,75,1
"Radiocarbon_rc_7408",2425,160,185,1
