"labid","age","error","depth","cc"
"Core top_34851",-44,5,0,0
"Radiocarbon_34852",1750,120,145,1
"Radiocarbon_34853",3285,110,440,1
"Radiocarbon_34854",5220,160,650,1
"Radiocarbon_34855",6465,200,750,1
"Radiocarbon_34856",10110,300,900,1
