"labid","age","error","depth","cc"
"Core top_41742",-41,1,0,0
"Lead-210_41743",-40,1,1,0
"Lead-210_41744",-38,1,3,0
"Lead-210_41745",-35,1,5,0
"Lead-210_41746",-33,1,7,0
"Lead-210_41747",-29,1,9.5,0
"Lead-210_41748",-25,1,12.5,0
"Lead-210_41749",-22,1,15.5,0
"Lead-210_41750",-21,1,18.5,0
"Lead-210_41751",-18,2,22,0
"Lead-210_41752",-7,3,26,0
"Lead-210_41753",0,4,30,0
"Lead-210_41754",15,6,34,0
"Lead-210_41755",38,10,40,0
"Lead-210_41756",59,15,44,0
"Lead-210_41757",83,22,47.5,0
