"labid","age","error","depth","cc"
"Core top_7536",-30,5,0,0
"Presettlement_paleon",43,50,15,0
"Radiocarbon_7537",2250,65,108,1
"Radiocarbon_7538",5040,65,160,1
"Radiocarbon_7539",6670,85,220,1
"Radiocarbon_7540",7940,90,275,1
"Radiocarbon_7541",9980,135,335,1
