"labid","age","error","depth","cc"
"Core top_35463",-30,5,0,0
"Radiocarbon_35464",3975,80,440,1
"Radiocarbon_35465",7090,80,990,1
"Radiocarbon_35466",8070,100,1000,1
"Radiocarbon_35467",8960,105,1189,1
"Radiocarbon_35468",10180,110,1243,1
