"labid","age","error","depth","cc"
"Core top_34717",-54,5,0,0
"Presettlement_paleon",43,50,38.5,0
"Radiocarbon_34718",475,40,70,1
"Radiocarbon_34719",700,60,130,1
"Radiocarbon_34720",1500,70,230,1
"Radiocarbon_34721",1910,40,270,1
