"labid","age","error","depth","cc"
"Core top_39727",-52,1,0,0
"Radiocarbon_39728",345,30,85,1
"Radiocarbon_39729",1775,30,265,1
"Radiocarbon_39730",4770,40,633,1
"Radiocarbon_39731",5860,40,726,1
"Radiocarbon_39732",8220,130,916,1
