"labid","age","error","depth","cc"
"Core top_4137",0,20,1280,0
"Presettlement_paleon",81,50,1300,0
"Radiocarbon_4139",1890,70,1380,1
"Radiocarbon_4140",3960,70,1522.5,1
"Radiocarbon_4141",5530,90,1592.5,1
"Radiocarbon_4142",7780,90,1665,1
"Radiocarbon_4143",10660,110,1792.5,1
