"labid","age","error","depth","cc"
"Core top_4908",0,20,145,0
"Presettlement_paleon",67,50,186,0
"Radiocarbon_4910",2680,120,452.5,1
"Radiocarbon_4911",4840,120,597.5,1
"Radiocarbon_4912",7850,120,792.5,1
"Radiocarbon_4913",10150,160,892.5,1
"Radiocarbon_4914",11120,210,965,1
