"labid","age","error","depth","cc"
"Core top_30215",-43,5,0,0
"Radiocarbon_cal_30216",3384,110,79,0
"Radiocarbon_cal_30217",5479,405,150,0
"Radiocarbon_cal_30218",5844,239,190,0
"Radiocarbon_cal_30219",9178,170,270,0
"Radiocarbon_cal_30220",11173,360,295,0
