"labid","age","error","depth","cc"
"Core top_6931",0,20,0,0
"Presettlement_paleon",99,50,13,0
"Radiocarbon_6933",1190,60,80,1
"Radiocarbon_6934",2710,60,160,1
"Radiocarbon_6935",3355,60,192,1
"Radiocarbon_6936",4410,65,284,1
