"labid","age","error","depth","cc"
"Core top_596",-24,5,180,0
"Presettlement_paleon",80,50,220,0
"Radiocarbon_rc_597",250,55,225,1
"Radiocarbon_rc_598",1260,55,300,1
"Radiocarbon_rc_599",2220,70,405,1
"Radiocarbon_rc_600",3850,70,605,1
"Radiocarbon_rc_601",6130,80,805,1
"Radiocarbon_rc_602",9910,100,1005,1
