"labid","age","error","depth","cc"
"Lead-210_3148",-33,2,0.75,0
"Lead-210_3149",-32,2,1.75,0
"Lead-210_3150",-30,2,3.25,0
"Lead-210_3151",-23,2,5.75,0
"Lead-210_3152",-14,2,8.75,0
"Lead-210_3153",-4,3,11.75,0
"Lead-210_3154",9,3,14.75,0
"Lead-210_3155",19,4,17.75,0
"Lead-210_3156",29,5,20.75,0
"Lead-210_3157",43,6,23.75,0
"Lead-210_3158",61,9,26.75,0
"Presettlement_paleon",56,50,26.75,0
