"labid","age","error","depth","cc"
"Core top_8209",-24,5,240,0
"Radiocarbon_rc_8210",100,70,314.5,1
"Presettlement_paleon",95,50,330,0
"Radiocarbon_rc_8211",260,70,400,1
"Radiocarbon_rc_8212",2550,80,935,1
"Radiocarbon_rc_8213",3620,80,1305,1
"Radiocarbon_rc_8214",6250,70,1570,1
"Radiocarbon_rc_8215",10330,110,1795,1
"Radiocarbon_8216",11190,220,1877.5,1
