"labid","age","error","depth","cc"
"Core top_38358",-56,1,0,0
"Radiocarbon_38355",965,55,86.5,1
"Radiocarbon_38356",1772,43,142.5,1
"Radiocarbon_38357",2220,43,176.5,1
