"labid","age","error","depth","cc"
"Lead-210_2011",-33,2,0.2,0
"Lead-210_2012",-30,2,1.25,0
"Lead-210_2013",-25,2,2.75,0
"Lead-210_2014",-20,2,4.25,0
"Lead-210_2015",-15,2,5.25,0
"Lead-210_2016",-11,3,6.25,0
"Lead-210_2017",0,3,8.25,0
"Lead-210_2018",7,3,9.25,0
"Lead-210_2019",21,4,11.25,0
"Lead-210_2020",28,5,12.75,0
"Lead-210_2021",39,6,14.75,0
"Lead-210_2022",53,7,17.25,0
"Lead-210_2023",68,10,19.75,0
"Presettlement_paleon",43,50,19.75,0
"Lead-210_2024",85,13,22.75,0
