"labid","age","error","depth","cc"
"Core top_7519",-25,5,650,0
"Presettlement_paleon",95,50,714,0
"Radiocarbon_rc_7526",270,60,750,1
"Radiocarbon_rc_7527",390,60,785,1
"Radiocarbon_rc_7528",2260,65,975,1
"Radiocarbon_rc_7529",3175,60,1065,1
"Radiocarbon_rc_7530",3500,75,1135,1
"Radiocarbon_rc_7531",5110,70,1345,1
"Radiocarbon_rc_7532",6050,80,1415,1
"Radiocarbon_rc_7533",7460,110,1520,1
"Radiocarbon_rc_7534",10070,110,1640,1
"Radiocarbon_7535",12000,125,1725,1
