"labid","age","error","depth","cc"
"Core top_1875",0,20,0,0
"Radiocarbon_1876",245,55,21.5,1
"Presettlement_paleon",104,50,22.5,0
"Radiocarbon_1877",2055,65,151.5,1
"Radiocarbon_1878",2430,65,166.5,1
"Radiocarbon_1879",4105,65,265,1
"Radiocarbon_1880",5245,65,336,1
"Radiocarbon_1881",6920,75,397,1
"Radiocarbon_1882",8640,85,457,1
"Radiocarbon_1883",10080,100,516,1
"Radiocarbon_1884",10620,105,544,1
"Radiocarbon, average ",12550,115,601,1
