"labid","age","error","depth","cc"
"Annual laminations (v",-15,5,10,0
"Radiocarbon_cal_6102",120,10,90,0
"Presettlement_paleon",43,50,150,0
"Radiocarbon_cal_6103",186,26,180,0
"Radiocarbon_cal_6104",352,16,450,0
"Radiocarbon_cal_6105",916,18,810,0
