"labid","age","error","depth","cc"
"Core top_32238",-42,5,0,0
"Radiocarbon_32239",2140,60,315,1
"Radiocarbon_32240",2690,270,352,1
"Radiocarbon_32241",3695,310,475,1
"Radiocarbon_32242",5465,170,627,1
"Radiocarbon_32243",7900,230,749,1
"Radiocarbon_32244",9420,180,887.5,1
